Address,Allocation %
0xd61b09b42c9f95f5ee2ff8aba04dfd39ef914cd2,0.00518619627%
0x95b24fad78d3d6df2fff741851bf211c892b0f02,0.00518521254%
0xf479b79a8d4a654e4dfe5fa4cc70b4958967f0d2,0.00518272727%
0xf921e30076574c24804ef13b7f39cfd3251ba153,0.00516781479%
0xeedc57a8a24f9fe798c79a7f9e0e95e93a470341,0.00515652949%
0x7e9be00d47c455acf4689f21fd9444e08c39ef8a,0.00515575406%
0xef97ede9138c840e25111850597ffec2b0192d9a,0.00515537845%
0xb3389f3edacdfd48603f2f06895a2b2a8a96952f,0.00515399354%
0x303df391bc330dda36274deeb8a1d0d329521cc8,0.00515297759%
0xbc3d5e1e22fe56ae0a6c0777d8b569dfec92a979,0.00514861164%
0x7d2c48765c8552a8f15e3c07e59f97c0a6e84d36,0.00514700841%
0x907b332f4d2190027b115224a0ba7c8ef9f30273,0.00513923457%
0xc32a421d779ab8a8e7efdaca6fdf2291e99c389f,0.00513807416%
0x79bb8826f741127e20a91e24e3dbdedc7d40e8ed,0.00513327640%
0x3dd7fb5488e603c060ec18013bee09a386639810,0.00512298384%
0xb4202b15b2f4cd0ae34e6aa169b602d3dc574946,0.00511955702%
0xf86dc02d2f87484409920293793e4ab52f1176dc,0.00511755826%
0x4fe0a97cca23a32ffd84d6d3b37375c806978359,0.00511713740%
0x2982be01038768050719ab92f12b4e0165721856,0.00511541495%
0x22f2eb3d63733c5292bb84cdb0c21dfd0f06f1cc,0.00511204291%
0x69c12e2ca4886e7e5945cdd9b2be2e5fd89532bb,0.00511046995%
0xff7e4d0b4cc98d9fff1b3ba6d27c346ee68bbcd4,0.00511031286%
0x1fbbd9803f74d43aced0b10a9fca4fe61cb245e9,0.00510790272%
0xb678800d70ff353832ce0b9710a2027a105f2cfd,0.00510406178%
0x6b9fca0e7c44b47ab1c05376f5074e81e594cedf,0.00510300904%
0x8844853428c59baadd9b4840e83969dd4f58cec9,0.00509817682%
0x1930b7f236d94e872a0b9ded104ba092d85a3856,0.00509626604%
0x3cfad2f324d175047166cddb677976f7539d76e9,0.00509584175%
0xb1f67d052e70bc8dfbea2251be5a17f03a894e83,0.00509370189%
0x1f018b0eb1bf9e57e5034346936504cbe0f69d38,0.00509196282%
0x944bdd34ab8a5b5b0cb3c91a077686bb90786698,0.00509085048%
0x8af2776b6b587d72e76e13d5d65f8a3c22390ed3,0.00508998881%
0x8d85114de0e28d55ccc33162b265a2dcdffa3cc8,0.00508986663%
0xcb53a818042db647cb01672751b0e4efca29cf55,0.00508531038%
0x155801a97877b8fc206df4bbf13b2fd7670faa05,0.00508506389%
0x716fde4affe392358e655487e6b401f21ce0946e,0.00508486447%
0xf4030cd3b27e279d011c88e6073ee6b903b83d36,0.00508203144%
0x804b465d8f5ff4cf3541c0c7b3330dde91041159,0.00508104649%
0x4f67953a1a6362cca34497731dce3dad007b0e1a,0.00508101847%
0x6febc32b23f5a9f110b2d9e6f4a7d1e6125ee206,0.00507520502%
0xec7e6e1aa9a8acf257d5a8a13e0be3d1b629ef33,0.00507468768%
0x98dc06b6809984a490e3c8a8a3e262ae6ed16be9,0.00507327396%
0x6a0221239fa0fd04c3cd1bc0f83fd25db1f4c4f0,0.00507019824%
0x2a95aba125d3c0fb94a4a32853fe548adde6e495,0.00506903179%
0x8b71b907c415c5afd2dedaef43d7c3ce98362caa,0.00506540660%
0xa35ed6c81a5bb8f54efa0cdb2045ffa040fbb864,0.00506524078%
0x6dc75ab02d614ac94537f774c1dad8c8f6d0f6b0,0.00506475854%
0xf92255ab112ef680a4403fe0cea09d560d1c6aa0,0.00506441275%
0x4fd0caded5653032ded95a54e4d89133ec2b1ac0,0.00505768709%
0x043a95560d4c1b4e22237c09e96614b7b4774644,0.00505740112%
0x087a928a9215840df3109acccca681e1f743b0dd,0.00505471755%
0x8d1cdd26bab908eb966400e96039b0a6ba75eb35,0.00504846993%
0x7d7ff0c00ca185eb725a3f0c5a86c4968cf7eec8,0.00504380240%
0xcd7f6b72049c3b54416f9f26392cb271e74ca3fd,0.00504367006%
0x904957262d34f3095df6420682d60c9c2b6bbfd5,0.00503933356%
0x224bd398955107191b08d8695dc3cb7be8145cb7,0.00503828804%
0xbc0292cc7bdcbc74ab13615c9559d28777c670bb,0.00503510006%
0xed9b700ef5c731ae483956f2162cf60970fe5dcc,0.00503156437%
0x8f5505fd7f0149013eb45044dc1ffa956b3daf89,0.00503096926%
0xde6fc665658a784ad072c09dfcb74147958d50c4,0.00502988403%
0x8a9546af6c0c67bfeee098e0628d96dce1440134,0.00502959717%
0x4e750771d18bfa34c81cf975fe55295be5e240fb,0.00502911677%
0x3e18296d19d44f8e3d96c61aac58a763e2e50fa9,0.00502755553%
0x094b323c50a751da12403a5a572d9b8d09fa0c58,0.00502692160%
0xd9dbeb302bb359930c5ab389d8c8d5f80924e9e1,0.00502615473%
0xe0ed359259c4a481c59100fe466cad9dc5cfb41a,0.00502450635%
0x232b8bfe580470c393ef926ade2cb8f2ba84c090,0.00502025667%
0xef6ea3561845e7fd2c601fc8ee6bdd2b11b7b724,0.00501649978%
0xe21dfd855299f11534c5860e7159ee69820c9485,0.00501638956%
0x84f734c6c6fe7bb628e0ff04ff0a5776b8d68f9f,0.00501592950%
0x6e6b9cc85885925ac3d7bbb55c94373be9c9c940,0.00501518203%
0x04eac42301b66d56e4c3aad301fefbf82fac466f,0.00501280929%
0x9a32c2752e2994b964038d225de5dd04820f7b5c,0.00501276925%
0x783de2b232b6211c641ea88510279215e737803a,0.00500655867%
0xd8b9d2d7faf2b838f0a5cf34ea14c0d454b9c2e8,0.00500432610%
0x6491160cc03c3cb6f4c0e35ed0fd543b40508642,0.00500181146%
0x15f33a77174296d80717ccc9ca780bd5f58397b5,0.00500137527%
0x9e0e055cfc7d84d1dae94a4dde3b3f02e35ea29c,0.00499867813%
0xae538eb48b1b66152b56d4698a609c52b3af1c31,0.00499817959%
0xb47287d6c7a020384a6f08d534d8f0024365be30,0.00499516337%
0x1092344bd96f351a00d07e75fa4974076342b779,0.00499422669%
0xcf1cc35edbeb5321ecde362289cba6f25795e153,0.00499324417%
0xd37b5db221eec6551b1beab8a4d7bf3a324368c3,0.00499242485%
0xadf368def99e0d38552bb6173ff8fe73bd89ce0e,0.00499235777%
0xdfc6915a52f18fbb12f4647c271ef156ea48366d,0.00498922042%
0x31d4dcc55abf901ace6e18188151113b9971740c,0.00498875108%
0xc9f0cf45117a630e0874df221f93ef767d3bd1f7,0.00498872015%
0x4a93c3c014da94070df96352d3e6795e0b682022,0.00498784415%
0xda3dd1727603b1b31320e1ea08ee3949cc31c88b,0.00498521395%
0x02ecde92da41614f541d80b0d4f338fa400a87e5,0.00498478610%
0xc2bbab9a779f7b3a7c12762e6329f27fd87dec5c,0.00498348170%
0xa35694500daf5fabb8409df7868f9bc187551f44,0.00498181072%
0x2dc388fdb0da2d2eb69fb423f9e29c6eee09b8ed,0.00498087659%
0x7c26f4c995b7c44d3b28511353e1567fc5ec1279,0.00497989608%
0x4ee093f865b3302e473ed094d44e45dedd412760,0.00497966168%
0x5e624a7ad13b5c01d547b1a95a386d1f6147bf56,0.00497888678%
0x4f28720bbfc362453fd9c3e4ba266279277cc738,0.00497840967%
0x92d4040e4f3591e60644aaa483821d1bd87001e3,0.00497747584%
0xd80267de5ed5de6f7d6c66986b17b138fe2e1220,0.00496043214%
0x108a0db138e355b1e69ed1f6e1c50626087dad75,0.00495928559%
0x31b660096f4b407ee416bd0b96697d82b612f61b,0.00495839084%
0x7b7205b3e7b3544ae44b392f0e005b7d725bb521,0.00495815893%
0x5e2303aa0a27ecb732abd328f69eb7d9ae504634,0.00495472077%
0x80cc836954f0647f2696422ccb621dfcd3266b2b,0.00495216407%
0x39c3b9a5a65bbb241a907c4039b4f3bd5a918672,0.00495061728%
0x7d4588c83df708008e5c3f3ece3682e266ff1cc1,0.00494818411%
0x92ee8fe5c828a2a7db28c81d608d3ebe91ea6c6f,0.00494601859%
0xa51a068add9572ce0da49dd12ec00acceacb1edd,0.00494422767%
0x8bb647e93587b27422920166d08c640161b6684d,0.00494342225%
0x079fbccd9f57c38060bfd02ff17ccc7be53c23cd,0.00494290718%
0x862a140848c91d87b25a94facf6a00be68a0332d,0.00494175829%
0x6f17763368d26041db7aa1232b5069990e846b0f,0.00493787991%
0xe9c875cb31c37df31f4b9abfdc412b7c09865912,0.00493613007%
0x5d4112e5257f87325181c10f6dd682689fe098f9,0.00493350333%
0x02feb67e94cefe5c5db5b90f03bfd2499b6c2287,0.00493010078%
0x9aa68b43a08f5b505ceb3e40e780daa233bdce1e,0.00492751265%
0xb3aeb2471a262540c948c2a6732c8cbd62070726,0.00492745855%
0xcfa92a3140d6145ea127a219769e91340a436e98,0.00492604402%
0xbe9b4cc6232be134476dd31efc478c62d1aa0688,0.00491953409%
0x316470ca9815f2bb4d170f7224af0f58e0a5374d,0.00491689019%
0xa332ec2909d959eb81f5058f7cac3e319568c678,0.00491458846%
0x96d9cd62d5be0eed48ed3d41c42ac3ad6ce71407,0.00491356947%
0xdc7075c9d0e9642dbc54206c710979adbfd0fe9c,0.00491058438%
0xae3956065c9e4fb22685932ea9274203038ad578,0.00490526260%
0xdf7a90f2290674b6e50df3835315eebe37d011e0,0.00490419353%
0x09c94f2bb8318dcdf1272f10a3ea8d2c6c38a678,0.00490300138%
0x42a089f80d26c9fce6bfc691595b866d96ef5f52,0.00490140168%
0x2a5ad14250f9eeb2cd6598c59e2786f70c171b65,0.00490120658%
0xbd7ce3bd8d2e1f319b6cddb96050509b46a5004d,0.00490071688%
0x7be370a681385c0e363145edbd908b0577249f4c,0.00490017281%
0x7d4b952612417cc4715e64bb57fa8295d4bd4473,0.00489994541%
0xe76293614c4f9318225bb8d4b3bb5f2a0ca409b9,0.00489891692%
0xd969f35e9b6bc209dd7ace44da56217a2c76f998,0.00489773504%
0x0da7d1f1dc5d18e9f6039e975677ad5bbdb0f638,0.00489768518%
0xe2b0c7e9d7bf2cf6a7a8d021b1b50c9ffcbef94d,0.00489502857%
0x18f9f5a11b93015d8d1d01b2325c7c7f3bef7c75,0.00489464750%
0x8c04a37b9c156dacd159789b8891f9d306d1d749,0.00489376125%
0x0c250c0d0e4555d3ffca9a5d4ef124840994853b,0.00489362768%
0x538378222568e6364cc8bf1fc1d18b2ddf0a8ed4,0.00489361378%
0x5b7fed06f69d5f99bee8f4578370fbe9c31f5d1e,0.00489254335%
0x1ad989ca0511caa74f2eb26f8654d7e00356a286,0.00489087281%
0x4363eda369cf2f1ab9afb9a85409561d919da683,0.00489048407%
0xdc56d95e944bb35a4245271c28f56281f52bbb99,0.00488751090%
0xad55e16f34599a2a0135a46c96c416a958c922a8,0.00488689969%
0x931976c209d6a9cca78d5750a70cdbc8c982aa93,0.00488534642%
0x67198c7843f6c77f5d640ad2f0f0e45acf1c83ba,0.00488418315%
0x010506ad696ff2b9f757fe072dd35cae293e8deb,0.00488241761%
0x09869388a990dc12af64eaf218ed5e0d92f69fdc,0.00488151663%
0xc7888f95a1d3f6eb14ef93cb537d59de1c3a7529,0.00488097539%
0xd79b60973b50181e35e9ea4bbbf653c4ffc94bda,0.00487992231%
0x5d6d610837ddfc120cd1e06147d536b6e5d966cd,0.00487958884%
0x5b9effdcbd65946f2b143725dc244563248aa4ee,0.00487738264%
0xfc47da77d3dae0c9395516805e81cc7c689b21bd,0.00487720754%
0xea6543b40117e8be526c70c91070435f095c07ad,0.00487586561%
0x9014c0aa041d637ed64d022bf237112a6b550532,0.00487423554%
0xd73f607911967e716e9c275e71831d90c22e9bc2,0.00487406890%
0x6a398b93ffb29b2a0c8aef37b93b9e8635ea95ea,0.00487313640%
0x532e9df581ac1073e6d74d23d97078c31c04da3c,0.00486816208%
0x07e5010565fd0c74a25ef1e3d5a11addd5dc9014,0.00486399520%
0x6ab5e94f5fffdf61a776ba2430dcfbcd59e76c55,0.00486025929%
0xa1d09136079d86e9058b66098c25544a7e312d14,0.00485848454%
0xc3d99f4e6fdfdeb3ee11fffe2013ae4ea516eb6b,0.00485765775%
0x7a65a2e4818e2892a21dfe333b4f8f87cc5e6513,0.00485635730%
0x1737e0b5189753d60ddcd20f74fe607e5bf946a4,0.00485105892%
0xcc2463f92ef24f1915b28fddffdceb8ba43f8fff,0.00485019892%
0x0e9e3e187311717e94f408dfe59c56ea942aa42c,0.00484900262%
0x318fe0b9c363b84d48142efe5a5c6478235008d7,0.00484797504%
0xfcbb3474737f05eca92f4a8c4cdc09b2a34ce99d,0.00484020458%
0x2d6bf4e3ffc70888435fe37c5ec18d5b8f305b29,0.00483993397%
0xc62d83eeb7435659908536c59aa1c3ec19a83d5a,0.00483923964%
0x8c580556fdb1f57853e49f409ae9b89f7658e7a2,0.00483656300%
0xec3b819018cb7ba854a54e98a0d12fdfc3c4c32a,0.00483639734%
0xa6e7f777c8fac6ab0dac171efdad26395df8c7fa,0.00483487622%
0x5bb88db5ff3c85333a40dac06812f5482d127fc2,0.00483367996%
0xd1cc11c5655a7ca8bbd8b275652696b289c2cffd,0.00483312701%
0xf1d653dd7d75089f322a6ae4a8512defcfbf3e48,0.00483259173%
0xa87e7535e6aa294c69b4ddb85ad5d0d743ab0afd,0.00483019651%
0x910079727c1963da298cd7772a9496fec6e1bde9,0.00482902275%
0x49ac449b6fa9d0e994169e1745a963fdfc1e17f6,0.00482797615%
0x8999d8cb1d26c3f7388cb52de9ef4e6b1a10211f,0.00482626236%
0x44623c92310d1b9b430b3228487a1b88fcc1c517,0.00482503215%
0xb56e2df265f8d12e2c6c4491d4f6e48e7a3543cf,0.00482451569%
0x0e01183b9dfbb187321a2c41ec3b7532a5ab3412,0.00482365165%
0xb26b5137be5a7bb991fa63a36a8eaa3daf394b7b,0.00482179493%
0x06e9925d3e8c642371232e7492c3916d6b855aaa,0.00481425955%
0x6de5031af6a0ae5681da36c2e9dd94b27aea15e5,0.00481406165%
0x3f6729219a03a53418bab7f13e26afaf5fb5afe1,0.00481287026%
0xdddefe4a7a3be9145e2ca3f7f61e2d7bbd702297,0.00481249175%
0x99529175d71243ad80b7ac77ec72ea80d79c6f7c,0.00481213052%
0xf1a599fb1234ee07baaee097edf2c54b204220ac,0.00481180456%
0x156712b8f4be2151d2213c790b1e44b9c6a259b7,0.00481119741%
0xed66ffc5e1f2952156745c35d944c9bec637d41f,0.00481081449%
0x0199e41cb316094400d4ffed077ae27bcbf9c506,0.00481021075%
0x11414661e194b8b0d7248e789c1d41332904f2ba,0.00480997496%
0xda50ed21dc137618ede1d5cc1e932b23c1970dd0,0.00480870829%
0x1d17134772ed5bc86aef603a8c67421a7f0141c6,0.00480725624%
0xe6d0cf9aa1111299979602d74610f628eff30891,0.00480695307%
0x2c382cdf255e851ee3fbf8ee431ff5fecdc75da0,0.00480172896%
0x353ac98d550a0d0a4cf5accc0f241174b34bd57f,0.00480059716%
0x67b41b6dbd7fe09ea93d01b252f22a485d910d23,0.00479931196%
0x5ea460367aad98bcb1201599a7b11ecdbad4bb03,0.00479862945%
0x26c9fc612b005781127246bbc5dc39f823e3106e,0.00479714706%
0xd08a0e5c4faf114880a732c1e951d8fe56839118,0.00479654492%
0x9c3a41ad0dec60369905dcc2b900ba594c52cf08,0.00479412799%
0x96396881f29a6fd58eb057145ae54e64d6adf053,0.00479287089%
0xa261e27900908cbe77aa9e2e341b7f2e1c1f2f55,0.00479222025%
0x7f513fbefe93bd5dfce10a8ff16b1cebad241e8d,0.00479009023%
0x8cfdf35e6c0be55d5aec4cecc0e64847ea4a9527,0.00478860629%
0xbe0c4e5252b5283b480f4ed98f9f38e80575c8f3,0.00478821100%
0x3abb939d930ec3ea83a2d00e5e78cd43569bcb82,0.00478707632%
0xf60fd90fc72e1eb4d2054a24f5dcf7658f166eda,0.00478372475%
0xaae4b86385e2517bd4fabc4fa47c5f5c17106797,0.00478315658%
0x3b11cc193ba3ab9c2a0ed9eda03a4d795c766262,0.00478036387%
0xaeab96aa3b059fafc45ec0863355aeea6ddbacfd,0.00477969772%
0x116f53b213b0bb2fc61527052660155c37c1f88e,0.00477544723%
0x04da0afd0c9a22542110f4f55eb87567009b430a,0.00477498303%
0xf3d256ed3232355d6bf6e43ceadf7aabf76ceb1d,0.00477497871%
0x70a4e7e0b399c6ab736b15d66410f7015a8c6663,0.00477363019%
0xf203840d1d187d2a6fe4e9e2f62a5181a0e07061,0.00477196575%
0x758d5525af4ae69e413e6fadaec18a798c47f6d1,0.00477158802%
0x2f2f665974261c4129b1dc6c359bd259cd66f78a,0.00476930687%
0x90e5293964feab40c9f087ab65ea857a45fcec07,0.00476860005%
0x34c2b0826f857944c589c6c75445e67baf6cad9a,0.00476849000%
0xf24d5a550e3079d8804440a8311a4c81cf7bdc35,0.00476816731%
0x51d18322a8730d33629f3e6000de529efbddf944,0.00476219440%
0xbfb26b5cc233a9e76572c0ce3bec986a4b68b04e,0.00475923952%
0xe4dd0dad36407725b3b922e6380c3348eabb645e,0.00475902362%
0xf89897728d75ddcacd56deed19f75b504f312aa4,0.00475817948%
0x32e2cea53870fad6012ad2190e6aa5c1ee017c84,0.00475493483%
0xa18730afb886d3a6aa4202d622fc78990b9468b8,0.00475488905%
0x35c18866ebde726f3205522a3acc15fa91d4805f,0.00475475027%
0x824ff7e44653e3262fd144d15582125e77345647,0.00475289550%
0x4ff3a6fb9866cac1faecfc81f725969ffdf204d3,0.00475275971%
0xfe87ecf279b14897e2fbe6daa8d7e76cecc5df98,0.00475219415%
0x74f89691c7fcb780d81e4c35660d9949bcff52ee,0.00475102968%
0x6a066282045cb3ce47446f082db97eb767b8a0e8,0.00475051746%
0xf9b714290dc24b23cfc964f6725fb629805d1391,0.00475031762%
0x0321e89a7b9484f47e8ccd4daf97ee8066783c04,0.00474961237%
0x362d8ba066449dfbb6eee2e6effe9a682c78c87c,0.00474918208%
0xbf05c42d98fea77d0df7132a356350df1bbd6eff,0.00474895162%
0xc793fccec1c6467944e77fbff8e5f01c5344fff9,0.00474734392%
0x43fc61c90a62d955c542eb7cbd8b3c1b3afa6b89,0.00474668637%
0x7594464650cc77ec89c7b6b1bcdb9c2b15325a2f,0.00474654417%
0x3dabcbd40c004d943a5ec634b537478f9c536fc4,0.00474580346%
0xede4f636bc9ff333b01c26ba8a37d13b82e40214,0.00474485985%
0xfed7a14e9cd01ac65d6c4a99f4a1890e510a54c8,0.00474420046%
0x52733beb402bbee97d6072013d63564c80ee8861,0.00474334460%
0xac8030cb1e5b7c01a30af946ef9cdefbd2e68f7f,0.00474313672%
0xc7df6c8a2d851d20bc32238b26f886db7e1949da,0.00474235472%
0x90304795fab3ec9f6c453b659489960578259d61,0.00474167690%
0x374acc8f1b7e115b34cecb7edf84ec468e79e994,0.00474130838%
0xb32e1cd467cd9d0f79b76765eff0f7531b6141ef,0.00474090504%
0xb1e57b861040bf7e98acb31ad7cddbf7f692ae1e,0.00473942384%
0xd28744922133eec86897db4a043d8ee535dd8bd0,0.00473882602%
0xa928a95174acd0f232095ea343b545f6b64151be,0.00473721280%
0xa535d2a9d62c9db7723a10e95985c4b3a07d9355,0.00473659947%
0xf5948f12e6cebd65b92f161fafb701e7a07d3466,0.00473632059%
0xd9396df5ba6858abbf23099041954f03e5992ff4,0.00473549779%
0x0ef3efb99712f161edf6efb926669a83d4217f71,0.00473545630%
0xfb2caed8b0a8c8b643465f0c9cee657ee3466798,0.00473391063%
0x182ca81f9a325eb19f5957d70c271a635f82b11a,0.00473216789%
0xeb2b369d5d25f02edbc6513de138c61df2433600,0.00473020233%
0x026d18f69fc4e525e88f13b51a346db0ede513be,0.00472977727%
0xbb4a7c9572284257c9e41aecbb96f9d542210c90,0.00472515193%
0xe4cbcbe57b23aa4d6a58485f3afd8c3ccd3bea4f,0.00472396454%
0x783affd539e0b5370e1506ff9c067db0b9beb7fc,0.00472253228%
0x1a221e6e5c5c6c395e6bfe0acd2a2d435667bf62,0.00471887941%
0x820f8494a7ed3083d5763ab27d3fe1b97f44fe3e,0.00471776967%
0x83a6338c71f54722fbde71ce73ede394fd7ce9ef,0.00471761916%
0x116772a2824716f1cb8b3ea1e5e2d72984fbebf0,0.00471708470%
0x1b8134e1864f34933d2fac905cb4c637082282c4,0.00471564818%
0xc7f249ffa7e0e7cc6e3398d87d086e0c01e558dd,0.00471453660%
0x3c1bb2a01b33f9cf223b223137020e1b4c78e96d,0.00471423976%
0x5a6a19033e3790891a00d97be1931e45b2a78ff7,0.00471045925%
0xd9c5fead70325025662c32b3b53321ccea6b3345,0.00471026765%
0xb38cb828f680b3919fe45ee557e180f19c89216e,0.00470428701%
0xcedbad833698361e3799462f2e3ee03b86f7ad6a,0.00470406071%
0x5e2eda615fe7360f415282abbcfcaef720207fb1,0.00470394173%
0xde506f85e4f05277e4c45a3fba795b48418bf6ba,0.00470381246%
0x513cf4896e8f37eb86841f7d33e81aa4704d95da,0.00470222907%
0xd512e0aeea0228a35253ece18e40192e434c61fd,0.00470202197%
0x516dd425ce5ebae57cfede213b929ae76333aed0,0.00470133290%
0x8d6f070e5e3f73758426007da680324c10c2869c,0.00469996108%
0xae75174399d70ed1093ade728fc4753f1976a10f,0.00469752127%
0x54230e4d52e7510295ce359a030abfd1e3b84641,0.00469613752%
0x9b6b1067b68653d84db087fc210aef1d175514ac,0.00469559151%
0x00591fca5a8a5963e82c2900310a7b42f96b4a30,0.00469553856%
0xd2899cec245b83f865ce8ffdd4c8379fb19c8699,0.00469423167%
0xb9afb68de4e1f89aca813ca75d87bd86a1a17aa3,0.00469053144%
0x424ace1d722abbc503030d15987ae6d95ff5a89a,0.00468962078%
0x55b4b9f7a9881707d4e1d90019d311f43f915b19,0.00468818974%
0x5dd56e339eeb72dc8803f88519956eb46b2f923c,0.00468736235%
0x8cfbd07a02afdeeb3caab67696592db4b08d8104,0.00468598784%
0x96609bb5dc68909cbfca64d1d3e0dcea0a664938,0.00468239889%
0x936a8d0221e4c6108bea6836430f7ff3b89ac33d,0.00468238241%
0xf8fb7f435cb0bebdf8cf7c490da333fcca456c70,0.00468224557%
0xd514db823638b376e8b6d3d507cc36e1eaa1b63f,0.00468122727%
0x817d48ee712d78f1096c288e75ee4d7513e6e848,0.00467705110%
0xbbe431cf85f11e37ea162da4614f2f2ab8a163bc,0.00467693783%
0xcb7060966952e38e1eb27a908463f93f500e6c24,0.00467675820%
0xe7070841be29f1ba5fbd00fa122da608aacff083,0.00467662517%
0xb69191a1eb8c6a36813868f67f525570e01b2bec,0.00467659044%
0x0f9555f3d840f34a49f4b7393b4d01be719c88a8,0.00467605936%
0x3aff5ae7a64450f96425c90c4ba928b9db8fbfc3,0.00467585321%
0x49ebefaf8f1042a50bdbd6f6c40ce011d3d659ba,0.00467576497%
0xfaed4b8b3ed70a64cebce84749c157f90eb3d6fa,0.00467550354%
0xdecceead695276f71b966fb3de8677f85fc4b78a,0.00467217101%
0x30e9b3e2388a43d3a1fdcb339b667f39e0d73f5f,0.00466764825%
0xce0bce55b910e9a687f8a38bd0d6bcf69d9e0d19,0.00466475035%
0xac7e03e8a6539a51474a5fc365424e11165977f0,0.00466433878%
0xa875bf28912881e0004c9cf1e1d884ff7ee4e010,0.00466261999%
0xd4a189cd26c6203fb916a57611a84457c4964ee1,0.00465650735%
0xb04a0f6c86a20d0155907102e97824d915815feb,0.00465629348%
0x15edaf2d2381156b7c72f54cf9067fe6996fa553,0.00465590340%
0x2e1e1f888f5fa0ef5682d2ac354e3897875a9fbd,0.00465402365%
0x7999c02d6928582599e21102dc37d04c81bf3213,0.00465299659%
0x826e18deae8ec7f65079fd233aa74d9898a16cc8,0.00465175105%
0x011c4cbdff2a1268a226e31dc2d8c7ad53563b95,0.00465148084%
0x40a5947f5501345d52390aa8e0038de1896c982e,0.00464847267%
0xb5c1bf291a22f5d3256192a9ca89b58910f7ac82,0.00464454407%
0x11ecbf3b4f3a9461e6008c9cbe79154f715b7b55,0.00464296130%
0x44e84b5e52d12aa97647da5b78034e549a8a8ffd,0.00464190540%
0x4f28e2092cbf57284c21acca4712074e206dc918,0.00464160738%
0x043475da2cf64cb62ec8435f6257ff2470da6866,0.00463998189%
0xcbdb000c1c0350444da97c8a9600c97ef01bc2cf,0.00463970129%
0x276975c2776a438628017041e7303984a6c471c0,0.00463888398%
0x6196f785e518ac7a27ce5eb59faee9ef4ff6df42,0.00463727802%
0xe3a738d9ae0db0d372b05af92643d763a4776025,0.00463576525%
0x031c189122ce93c8bc4253a89d0c9fed581cb934,0.00463478994%
0x3ca25b6708b0a05e6e6fc5a8165b230abb9aaa2f,0.00463432175%
0x5d7adb0d79846fcc2b6ffbda98f33adb4b00f2e7,0.00463395792%
0xa5d7897e2779f7e5c5be699d41a7b42f9ce0a5c2,0.00463317206%
0x3d33d8a919445f1ee398abe116d5dfe00b5d84ae,0.00462904853%
0x534619104a9248b55a0293bf32e64ef939d8b5d0,0.00462620615%
0x5bf44d22263e39d7a7ec000591584790ffe4fe28,0.00462460989%
0x41d3a3affbb619b85701d1b0625317f1dab799a3,0.00462420456%
0x72334a3c34bb92f269f620299d8d4af242f48f59,0.00462367312%
0x612fd933cca0a5e5693dfb4a8d0216213b371736,0.00462179233%
0xef2e6ec5bd4098bc280cab7593ab1e2f301134d0,0.00462019052%
0x8c58e385a2145868ae253900854b2119b87951e6,0.00461732590%
0x7394dd6e970ecce75b1c36631c170d66aa172fc6,0.00461725449%
0x9fe1c07a4b2ee2842eee679ae719bb23ed341c18,0.00461550364%
0xd8034efa50d1fc07527770a27ea8b058729c8a7d,0.00461528872%
0xdedb6e68f554a6ef0bc3915fac756bcfa2beb701,0.00461454214%
0xba2b521d968886a091ce2544d6faa30ada736fdb,0.00461449220%
0x1bd9582f085b2f4575ffd53dd5c9ea328a677191,0.00461386909%
0x957e4372dac9fb744b4e3832fde4057bb73d1d62,0.00461174768%
0x7686985de66a6d18c042663426ec3ae7ee495fb9,0.00461147681%
0xfeb56edf9b3a7568c71ba8c153b84dc57178c72d,0.00461131801%
0xfbf5891e54cd745b52fb33893fb74fd90accf745,0.00461086744%
0x9f1b3624ad04a78c5a612fafa49ad166ec2ad6bb,0.00460924145%
0x1241de051c6c822809e405806418c0211fd027ca,0.00460797339%
0x6874fd35f44a0a96a5040c9e8fdc1112216a4da5,0.00460770554%
0xe11fff35697c2a578fb9dc753595e7d1c0ad68de,0.00460688104%
0x9f16d34048f80e1e52663d2068ef1bc17b8a6e8f,0.00460609666%
0xff353dee7044344c04d8943d6f0f73a25d7e12f8,0.00460477648%
0xdaae9c7974774646f82ad54ca30ac50e8539b289,0.00460311086%
0x55333b9ea6f78e2f1407434a7fbf06f2914521b6,0.00460251386%
0xcf8cf5df28db4f4e8376c90d8cebd5f7a4f73620,0.00459832428%
0x380e51eee7f38f2bdab7e7e15b5b6a75f4a09080,0.00459751444%
0x8b71451681500a49d1e82e617a13898dfae91e7b,0.00459573050%
0xf0abc5f39cda4341cc5090f96136a8697fddc120,0.00459535813%
0x7f1b590914b9c911da7ba28f74502a2fd03c3c98,0.00459487334%
0x33020b201f7242053e489edcb918099e2786ab6a,0.00459454044%
0x3bd77b00f02c8bcff586c565e2c5e6b6c5878ec3,0.00459383901%
0x4b3ccc5fde94209fb2587305bb281ac2649c0aa2,0.00459345136%
0xb1a1b1462556ec3f122615532941d35063758037,0.00459146460%
0x9959dc608d06f67f0a12318a706f336c3066deef,0.00459109687%
0x80d0bc7e4419396f7c2cfa672828446700c494ef,0.00459033133%
0x31145c59baeaf8b3e67a6ec74da65edd43f7b522,0.00459022096%
0x97f2730db0468608e6a738000c2000f45a378058,0.00458978081%
0x7c752b42a5083ba49389cd9553cac5860107d702,0.00458966657%
0xc779f2a20072df289cdd597c0e1385a37b0dd642,0.00458874724%
