Address,Allocation %
0x5ba93fd98dbc59138218f5073b9c0339c110ddf7,0.00017018861%
0xdf120d57d4a1d75f2cfd6d6b454a4b8af4f5616e,0.00016963630%
0xd1a2020836da5e15b9ea4a0ab46dde88fdf468c8,0.00016936332%
0x5dcca8e932383d58f30f8d4aef05b44069d17a89,0.00016925596%
0xa1453b2e5d0d54816a0965923d5785cf6f55b660,0.00016915203%
0x9259dcae8b00551c5c33f4d19ee48cabc23df1f6,0.00016866348%
0xc46fc6c1653c9ee63a4d77fe12c24fecd943c1ce,0.00016849193%
0xbcc5e4ef9f08d3089078b35c33c2c5401d4b4eae,0.00016794889%
0x0f64064aef445f94510e0a45610bbed6b77f651e,0.00016784780%
0x5693e8c4da39ed99b1574e6426f47b46e3c00c63,0.00016778408%
0xe3ce204381b16d7273e149d899171001f9ec3feb,0.00016760156%
0x350bf5a5c40ad6fd166e18f5a5344e585772b5c1,0.00016759235%
0x48a1c83437274cdbab88342bd2d13af324a957a9,0.00016758941%
0x10c5e77df5b2269eb46fa6d102d68d95ffbbb9c9,0.00016758453%
0xa7e0950c86b9d4b606c443f929d72b7077d5b6d9,0.00016752165%
0xd4b10e67c67c73c956f6ec08eec88abad04e4d07,0.00016740326%
0xad57f8efb72d5308bd1ed8e0ccc63bd2180f5cf8,0.00016724949%
0x1955605a89b87e75a71763f97cc76ece36028b96,0.00016707732%
0x83a49b8344cc45962a2178ba3acf7b194d18d052,0.00016698471%
0x1e7ef8b8c45e0b25ae8a81a1d646b1b1a44724c1,0.00016675987%
0xe4dd7a0797b889059aee3f2ba0a5febe32cf3fc1,0.00016657342%
0xc3c37a18229f3ab51d487c450d612c9dddf8f720,0.00016620810%
0x29f3464cb4a50c1e1ec5f799de3e8800fb54029d,0.00016603956%
0xcd93a755a5099b43a2b05517e3df84151bdaacd5,0.00016554100%
0xd4571fb5933209d1f9f7fb1e24d36b47428c75ae,0.00016544245%
0x8ef8fd3fd102198384797a915d0064fbb4487cdc,0.00016543434%
0xfa63aca138164ced380ec59bc7f2d6345bbe628f,0.00016526621%
0x2c0659d8a83d495a331be53cb28d82317ccf52df,0.00016526482%
0x22a492f85c7f3713aa53bbec9c1842a4821bca72,0.00016508123%
0x961e3d246748d00dcfc0894783bc0c161861c22b,0.00016496352%
0xe941dfa6af32c4755d606e53b56347d3da7e691c,0.00016490289%
0x145a2141e608fdb8442465404f085628bf991654,0.00016484630%
0x1da4ee17d01c1d7a94098cd5821503298e244220,0.00016484403%
0xa14c6659a53c6220d984cf2c9ec10b3b3cce38ef,0.00016483560%
0x00a5649f67a9c80e3ec3c5ed4b36e1cb7189edc0,0.00016466836%
0xe3267a9b6b4326bfec2b981b0e19d35e396ff2d8,0.00016422898%
0xa5a5601c98a6b2e29700cae095733006e1fb380f,0.00016393322%
0x5a63ba191ab7c785a97f29dd5e35fc0cb5aeb1d0,0.00016369435%
0x47c98e53485d2f419f46b51ac1cc95c06ea6d681,0.00016356640%
0x9ed07644c32dd6ecc680602739c779b8a8ae6150,0.00016341605%
0x244016a5e5c898bc2887b3ba3b19f74daeabe5d3,0.00016337724%
0x1aa48b0ae2b7fc6c81e6bce045015f1686f32e38,0.00016332752%
0xe71f597ea9a14c5a5b0261444c1a88f331955e2f,0.00016321430%
0x11bf738d728c4b41c8053a27ef0af112d2981462,0.00016315503%
0xaef11eba3e9418a2617e84e8d0bacb88c54ec933,0.00016313522%
0x135bbb9f93d6f73ab5859a715efb128876cfdbce,0.00016308376%
0xcf1aa9f63accb9d01ec2aa2694e09cb7ddd36cc0,0.00016283301%
0x58046ed894e90f226d619d36ee4b338f17ec9cd6,0.00016277586%
0x9f6617395c75edc967a20ca887fceaabc17368b0,0.00016275328%
0x1e777b25b6e726b6671420e709f5e75f529ee005,0.00016273970%
0xffcf1d35915366ed87a29ebd367cb7baf00a881f,0.00016246577%
0x182a1769a6a66c7b7a20948361498c68de996771,0.00016222596%
0x69405fd8fc65b17fee36d6b613ca4358b396ec04,0.00016218763%
0xd1771dbd4df7752a3047c62b2fb32541d549d3ff,0.00016208409%
0x41f0bdbed2122402d6d61815d558bc7b01000000,0.00016204382%
0xcd7437dbc3f3d5ec678525822927ce0139d934d6,0.00016198636%
0x49e7205c6ba3e465d5f7a071ffe4d1b665407156,0.00016187957%
0xae87930e7300b74652806ed8ebf4a377776b448c,0.00016187107%
0x94c263ff27d352605dd3ae557e71e76e5b63abb1,0.00016179172%
0xa92dca7f4b5cbf0a76aeebeb1797972f4e930f65,0.00016178153%
0x941c093b4563058a23c9e9ba3ba32ded1dd619ca,0.00016166622%
0x96cdc03cf2a6cbfb1c378946689ff6e26a5752d3,0.00016158618%
0x9c8715ab08014bee617836bf38d3947bcd535ceb,0.00016135118%
0xbd7085b7f03aace2568ad5749f93b6bb505ec9b5,0.00016133029%
0xff63b2942f0767a885b2d45e1abd81231eeb169c,0.00016112194%
0x7ba38672be3a332bfced7d4e3b40a6ef5acef326,0.00016111984%
0x49bfde1296750cc91b540d6ae752c39da105ba0c,0.00016101547%
0x8d6abbf6b2d88b550096d77e9b2b5566e8468844,0.00016090279%
0xace28831f408a619d15211b64ec9840e3aaa5b9e,0.00016040133%
0x8f70f795ca5ca5cf8ffc2e9d1b8b621c2420df8d,0.00016033421%
0x5f4029a6d2102ef30c0c7bc3779c6ab57ce10092,0.00016027125%
0x8ee8ffdb092537e09071aa907697e95e66ab29dc,0.00015995531%
0xec3c19b21aafd2fc0306e5ff8ad547c0174e2012,0.00015988574%
0x75011de74f3235766df5273da96a9815cd5c3874,0.00015970114%
0xc918e95eaeb923a05d2d87a222066ea89192b08c,0.00015963343%
0xecce35307064259d086edf865de5c1cb287ff4ed,0.00015950563%
0xb1c9c3e500a9b56ceb41a03c280792c8696763ca,0.00015941612%
0x38dc4f2399534aeee8e1c4aa94fcb088d770a445,0.00015912434%
0x7c21bfe85e0d1bbd948d0448fc0654e358f5e272,0.00015908586%
0x40db80301e42c0490772c274dbe9524b0a3e854d,0.00015897025%
0xb5c13b39042b7c57e2a026feebc9b4fddf487eb6,0.00015895484%
0xcd6b3c2d9d8b435a2a22142d70b6b382afc3f615,0.00015873126%
0x3e03819123cc6e06de9692c2bd71da5afd777777,0.00015872672%
0x371ea1e8fcb52083a2a6ee8bb44bb5540939fb82,0.00015866274%
0x126ae7b4cb152078194c145932e165585d3e62e7,0.00015866127%
0xb6699c793018ccda137be3a43ba31ad3f0e4c3bd,0.00015856218%
0x4067442273bf36272385b62922947b646e442371,0.00015826985%
0xb6a1eecf46eb192802eb59e094cae7e9ce12178a,0.00015826608%
0x2778576062564b04870a4383f3cad5165e07453b,0.00015826333%
0xe8803f75f7f592e5bae5f4309496e4cce85fe3c8,0.00015826244%
0x823b57f40a464f35456cc7abeb250ae9276e1981,0.00015824054%
0x4ce4fb525ae51974663886f5539b4cfbe60fa25d,0.00015819133%
0x6649e7ab21ddc28ce3c8b7c2e33bf1150bc9460f,0.00015813086%
0x673a02395d103e0caa008378d9c5c6902d1a4f96,0.00015804858%
0x340ba184151b97531794b86e2ebbc4b1543812cd,0.00015797101%
0x50e138c83cff684a4595113a7329da39ef3d069b,0.00015796780%
0x4fa438d67c8acec1bcc07d7bf020f141ca8d2c32,0.00015771372%
0x84007e88d7f2fd0c423f3c10861d759cadb6a245,0.00015763620%
0x6eb393942756f12170147db7e043c618e96504d5,0.00015746208%
0x74347a243353583185c79661a3d1e663c6d7b73a,0.00015746164%
0xa5bc16ec49ea43ade192424cab0b5c1e6e2b64ee,0.00015745666%
0x20a8d1c5a90c09378d439bcdd594e175dfdcd3e2,0.00015723233%
0x9b30112f6063b73fa933d31e6341c98429473e34,0.00015714544%
0x6ce556c6ebd14483d300fc1db9cc1997673061d7,0.00015714511%
0x872263eb7cdc6a08f4821441b9f3392017f9d9ea,0.00015710058%
0xa003b0b636a932cb3492cda612d73f6a09d3600f,0.00015694167%
0xe3f5ebab783b3284120add823e99f07efa724742,0.00015682906%
0x1b52326288f061794219f7095d5d637cc0950073,0.00015669971%
0x42b3099c3cc630e04336ae71730b5146ff711915,0.00015661700%
0xc17474c739460a778e5f34821aa9a52461c44fdb,0.00015661570%
0x035eb970b4c364c0e1f0c56fdc601fc75df433b6,0.00015645773%
0xec64745e5fe117ff992c70c34cc3e4a81da857e8,0.00015644717%
0xa08f4eca642cac40b2a47c0992e0a07cfb4b77ac,0.00015641117%
0xe317c793ebc9d4a3732ca66e5a8fc4ffc213b989,0.00015635874%
0x0dba48d0451907ca700e764516139e02c7d53653,0.00015634231%
0xf78446d3ba37ba7a07b571d487000877ffd12e75,0.00015625356%
0x2188ffb3e555905ab315e9230b614247bd796038,0.00015607526%
0x42646eedf1aaca3ad2a445aa268ff24270f402c4,0.00015583480%
0x93e5857baf91a1b36427363dfec0f89a91d84e54,0.00015574307%
0xd7c93e440048756de0201c2eb5f29f8824bba986,0.00015571094%
0xaf6fbb1970620852464b9f4bbd71998d13132b8e,0.00015565545%
0xd15051cdcf6da0d81d3f969a4ecd18d8c427f71c,0.00015562462%
0xa46493afd0ec4be089ba8d804538d766fcbb8f80,0.00015535841%
0xe90e57f45c5d0e4b6d35cf7df415170248d64eda,0.00015515535%
0x6598bb8183f835cba7ab19a5ca29a70af5dba281,0.00015509449%
0x496a56959a48f27391d7f8edc68bb31c788daeab,0.00015503286%
0x8fd4b26f3836a13f9312e351f1470c2b25ab0a51,0.00015500327%
0x597b76df1b7a13d08d8074a9d821a7885dbd821c,0.00015498017%
0x9583cc57e72255c786cdf5aa69b698d147e1a88e,0.00015494786%
0xb12aaeb91df720082931b39d1948e00c44991cbb,0.00015493767%
0x79844921d39155b6a320e331d28f311c818458ba,0.00015493745%
0x74be9772841172cd4e6882175a8aebd4989f2380,0.00015493695%
0x6ffb400bf628e1bc43d96bce456660ab9a99b754,0.00015483555%
0xc936d0d05c7721a7cc1133b2a23457bd271108e0,0.00015480788%
0xa1b7bbade134db3b14b56056480e81c60ab77377,0.00015474410%
0x2c241c55f93dca6b80ebf88370d2829e60822aa7,0.00015472233%
0x01f12099a10775fa412c9dbed923b5339a9615ef,0.00015464261%
0x6cd4547a110ae442dc59f01f835c06a683958fcd,0.00015453236%
0xc3caee0746b35ee260349789a1f4fd69dc7cfb93,0.00015447551%
0x167eaa3dc51370aa0b4d70fbd69dc5f9e9c64339,0.00015443129%
0x688caa7d0730010fc0a9bec72558425f37ed483d,0.00015438927%
0x52986b1cf87e95e280253d367587b4c5ef3e3b0f,0.00015437109%
0x77288138b92e0cd56928f91c992f78eacf676634,0.00015435289%
0x6750c051e4496bf88b60265b46cd59851cdeb79d,0.00015422990%
0xcdfcb06d537f2513c99eaa3b33f9ea6e0d4311ab,0.00015420998%
0xd0529104d8cf0d1855c8b20474531df7e31bae6f,0.00015397500%
0x51a31150deb29534f14f1c610055424e88947667,0.00015380519%
0x4f893695cd2e5771c510092458cc0e4f6e9c9b0c,0.00015351793%
0xfa557d095e3a3222bc4e9eaff60fc8626e968a40,0.00015339507%
0x2980c76f5e8d826d5e4db234dd88558bbde9f58e,0.00015331309%
0xef95f828610499dc361981b53796a81ed263090b,0.00015328818%
0x69886d7f883b119ce3f81253ede00993d1dfb2ff,0.00015277849%
0xbf2bebdd36d9c4f77b4aa99176595f866be97a86,0.00015274279%
0x672adbd48b6163da9f2bd80fdf056661db01ce33,0.00015273398%
0xf695faf9245f61cc153f262dbb59340430ac83b0,0.00015224892%
0x67f08a674fa559445125d10b02378dc7ae6a44cb,0.00015214837%
0x439e99d2c1f031f2a79f3883a4360ba7d13c3509,0.00015212773%
0x5b65616fa2d06bab7a2e5f48ffa302a9a24841ce,0.00015207139%
0x0cef7feff37208e1295ac6537445a9b5bc566fd5,0.00015204335%
0x5f72a78ec3c6778edd72715e0c394e1e44c3fde4,0.00015202259%
0x6ebcd1bffb2d6be2efc3c33f09250a95745b7bb1,0.00015186624%
0x5e9218385647dccc1180a86d7f4976790dfdcab1,0.00015157347%
0xdcce90cc86a96a9cb817685305d4a78c71c2fd6d,0.00015146433%
0x3bf33ff1a6be54430bc4553411a18fe5a196d1de,0.00015133690%
0x590039c1e26cdaa845b7e2736b93bacd2c531980,0.00015125848%
0x1140abac39395a1b0b4d7457ef126969ba2dd504,0.00015108835%
0xb7ce84c8fa6cf00e5c3cb393f9d8f7aa2d2f2bc9,0.00015091475%
0x3b1df7a244fb9564bd27f9115258a8b7417a5455,0.00015087020%
0x40660111858dd62a3651a5e2c8cbc439159bbbbb,0.00015076572%
0x871d7c0e086fdd2e2ae1168f3f2b28f1c113aaad,0.00015069418%
0xe576348692639cf90621e20c0064f311ad5dc52d,0.00015064489%
0x05976ae3ab8e6b3b01039f616670d3dd18b440a8,0.00015040035%
0xcf4473866090c1e739548022f354a0ab2c4b6322,0.00015007793%
0xe672a50433b0ff0690eaacb77aa54cff2346b951,0.00014995379%
0x2084bed6a6e79deac0a36d6914825dcc96884203,0.00014992999%
0x60f7e061c593b32ecc026902862774fff31ae3a5,0.00014992084%
0x07b2b52eeba91c7fd1d6082710cefe46b86177d4,0.00014979026%
0xc8655eb4930c235aeaa38b48a811ea6f23e2d85e,0.00014966463%
0x7c21b9a3d251ca5d80d7e3a64108f3628da4fcc9,0.00014961563%
0x30a6a0931195ec35aeea531e74015a959ca73f9e,0.00014960799%
0xd782fcbc3bba63a08828be5f4aa59ce93aff7697,0.00014953817%
0x1fc550e98ad3021e32c47a84019f77a0792c60b7,0.00014936116%
0x0bc311b38b4a37b90ee4a6f0acbc3368a34fe993,0.00014924763%
0x1bbf488583e0b926e6df09889ea8d6e61d937d27,0.00014921135%
0xf5d0495bfaf012940711f8ecc42e83c42a14f658,0.00014908285%
0xf918b7c74d9716958cc8a0756b0400975da5d4c4,0.00014907795%
0xf4584c79f1ae33801670fcff835b5e4a918a059f,0.00014907574%
0x86a611704cafefa7dfcafed96f340114a0798034,0.00014904822%
0xc36ea243d3ba9af103ccf530919eefa0a319abe0,0.00014888130%
0x3718f43e177da70b9adf752cc00342fc73206617,0.00014864694%
0xb4933403191c39cb45030fb0d5c820e4c14e5c29,0.00014854544%
0x6ed05683d070a45acdcc689d15b30b744fdb9aea,0.00014852703%
0x396d0b1f18425dd8b68dead6b1ce9b80931bc3dd,0.00014843659%
0xdc57a6a58bc4935ab137e538501a3e006a1aa719,0.00014843009%
0x5a2cf5b6061de4cd3c5936a781621fa8e4d1fdcf,0.00014840625%
0x9a0c6e3d17a69574de41b8c8fbb7c31d34d3e687,0.00014809214%
0xa4a2ffe1538f429e8d5a21adab35085f680b1a4a,0.00014789594%
0x895b98b7a20152d133171d832c53ee812dc6f0f8,0.00014778791%
0x5d901ff907e36e66344a32ccd453a83e3b827227,0.00014776493%
0x5aa1b708de65588d5fb97207c425ce5a02b48599,0.00014751510%
0xb31874e4be284f16736ab44aa4fb951b4b2d6b32,0.00014750932%
0xc2b35534e47cdf3d787e01630129631d8270abfb,0.00014747401%
0xa22f8994a73f32e847a5fcbeb8b2256a2b1f410a,0.00014745377%
0xc62cc8d9cf9186f5f1e6458641b45c70c1899537,0.00014741527%
0xc779fc833fe9732929660e3bcd86ce7508ec4173,0.00014736964%
0x83f5168c77e443e348b574e9445e07ae6219a0e7,0.00014728256%
0x6d218c172358e0ebd10de9b46f27f82909aba012,0.00014724474%
0xe563081f99afe0344ef012886c5e7c41b04ec45c,0.00014721388%
0xa76fc9ad28777615208983257c8c9f2c872a0ef2,0.00014706180%
0xf7a1b84fa6b255a9e0687a8a6595d04a6f62e3a6,0.00014705574%
0x2d181eb6c0e778930def6214eaaf178284aea1d5,0.00014695930%
0x8c729c0b1c96e1ef07cb16c9a90a12925f66f919,0.00014695563%
0x86e62d59a069e9342284b9261c34c6aae2ec3500,0.00014689206%
0xee3fd7b622d5ccbb2b6aa310e9591da4bdab555e,0.00014657098%
0x1bb6c30f7bcc214e31e9fb74e92437480170277b,0.00014647226%
0x4898471dbe15be8b578d6cefee678b230de2de94,0.00014641111%
0x9a13237331f4f49629a49076bbb0ee87754cd05d,0.00014628806%
0xef26c2ac6e55978f6140062316fb351a48e57c69,0.00014622052%
0x5280d02035b0375fea57c3efcbea50c733ef54c2,0.00014598511%
0x289d6ee9ef3322abce6d889179fa06690d08a339,0.00014591442%
0xc052c2f6191186a53c6ffebaadc46125f0731a3d,0.00014566568%
0xc02aaf2b48fd04aef459ebbacddac97d464907ee,0.00014565347%
0xe3714dd53b17c33e59961e78a348121db9d9618f,0.00014560909%
0x5a3c676a3b7a356da8d579d7b181ec6273de396d,0.00014552001%
0x5bd88c088de11fc4f9d05a1e9b8aa3687875a995,0.00014545503%
0xc5f0b51d1559b9f771905577db4dad5bbb1b0711,0.00014541296%
0xf5e4940301580f5f9cb73b249f94f7a00cad481e,0.00014533824%
0xa51a3d3c40a750c0272960fd9edc0c2ddd9475ee,0.00014531770%
0x61037295269dd267ee8ee205ca70acda68866d72,0.00014527814%
0xf202aeab478d13ed062d774f42b715f27733b851,0.00014520928%
0xe58f5bdeb97e905ad2bebdf289aacf0809c13d0f,0.00014516167%
0x4b00ca2978578524c97d91c9ecf99364ca52bbc0,0.00014510445%
0x00cc6a26e5597550023a4480a51a1ea272fcce2d,0.00014507409%
0x5a1d68934c56f5289997fbea876f879b1840cf94,0.00014497292%
0x13b4ca3cd921aee4e0da246d52a2c858bba6cd7e,0.00014480014%
0xa2b854aa2e5c1d923878a9eedfca45255fe09caa,0.00014474085%
0xa39a2dc4367b24d98aabd6c979fb3af380bfdafc,0.00014468055%
0xacfb657781452e50f6bd126e01c2aef6817a5d48,0.00014461204%
0x4605f71bc49792ebbc22167a4533b22c0106c5b2,0.00014458608%
0x47d0c1073fec468cc458bacf8cddddaae0ba5381,0.00014450065%
0xf9fd229c2f3082e433b169c3a0e920725386ac92,0.00014430431%
0x52c8fe1c30a22af561b1bf1e1d6a476b37d61c68,0.00014414922%
0xf368f2e67e5c2182bd9d4878fa3d09e15897059a,0.00014412456%
0xd280638b0f089aff47ba4813a1f95887db3acdaf,0.00014412064%
0x0fafb75e60951b793455339b0c43429dd6f92037,0.00014411214%
0x1c87510c19887ec795a801489313f7ac5c1114b4,0.00014401256%
0x0d648783eac6adcc74c6f6254a59e068f77721ac,0.00014400392%
0x24fc0d1e00431360f9b0b17b8c65752d5ca6c0d2,0.00014400115%
0x7bb02beb17f11211bc4dc13ba601f854721a94e4,0.00014398740%
0x95297465b4ae87460c26100bab3614cae7af5f0f,0.00014379145%
0x8ec6e2e74148224f2ef5a54800afa5a8778a0154,0.00014377323%
0x71370b3e1f853d324d88dabfb36750183ac9017d,0.00014377029%
0xd781f5ba87d592bfd0f38f8d1fd03ef328cdc528,0.00014359016%
0x8991c75518e4c2e7800d0c0a831946c74e8e252b,0.00014346333%
0xc5608761a4998ec427a89ee38dbaf641f08df6f9,0.00014346115%
0xabb69d4e1ea7c146bb8fcbb4685427b66c91c944,0.00014342710%
0xac3ca0fa65edf9ce3a71cccad8cd4c1e18712b5c,0.00014330357%
0x0af644320c5fe16bd09ded970f47d8b1d2413675,0.00014311861%
0xcfea4615480ee00015de2d1a6b26a82550e5c9ea,0.00014291486%
0xac538126edbfd2470522b6cfa9f494871154d88e,0.00014290691%
0x7488513f9b9bc0790fb08e93dcc8da932e1fd58c,0.00014288551%
0xb5730efe6a13cd8231cc5c6e3792300933f1c46d,0.00014268206%
0x2c16cb9a1ff00ed957928be53952622aa5c4b36e,0.00014248499%
0x55d48adef67fb2dad909c34018a1e19a5bf3c5b2,0.00014229147%
0x5d50390e1962105277a6d2ddfe573ed3d945bc6a,0.00014225397%
0x8919d7cb02cb6a06cd4432a0d81128fb620aaa34,0.00014208306%
0x964d073d040e0a02dcdab53b2e6a17f41846f980,0.00014201505%
0x0428511864f345f9d7adb6bafe4f753b854703e6,0.00014190826%
0x29938ae3b8d1bbbc9549963aaa657df1f569355f,0.00014183022%
0xe261b0606dd815a7952994c5c60c88040a316692,0.00014180526%
0x0abf7b36feaadddd189738fb3a983b211959d3a2,0.00014178734%
0x91e0a5b0c9d7715f8bc3c5fdf2f59640788c4c9c,0.00014167222%
0x0c7f9fd7036afcb4e29b94db4273c6976422cb29,0.00014164286%
0x5a9bf17dcaa0135fbd0bdd7d0696bfb409d6f41e,0.00014146500%
0x368ce863be20a1c464c34f677e1b66074e7580c1,0.00014139512%
0xeea110438fd913fdaac79d028c6cfcb0155cfd9a,0.00014130694%
0xe5f8371043c398de9854016d75917a0f88e321ce,0.00014123620%
0xb7a1c6a5143b2d0efff58e6934b5117cb8781253,0.00014120091%
0xadd0cb962061c54954601c0c0d7bc1146aaa77bb,0.00014110524%
0xb0c5e64e3da9043764e22c37fbbbaee20bc1d8bf,0.00014095249%
0x46a84bc3c1cfb5c77916f059e28d41de928f24d0,0.00014083618%
0x44852b4eea02400bcdff47c0dd8addd381b39b22,0.00014083017%
0xb16e1750c5b00c2907a32991243d9a7d9f4939d7,0.00014079704%
0x778a71f806a60309c9975bbe8e0c475f134e41f6,0.00014078761%
0x82375993f54ce75c8485e4ae678946509cb3e15e,0.00014077274%
0xf872f3740e7577e6067a09d8580f55daa1006d05,0.00014066231%
0x6aefa01456ffbe8b69633e46e4b7e36a7ca4b29e,0.00014063237%
0x015aaa5de1ebc8f968b1514a90b1f73a9542e1d3,0.00014062310%
0x398b4d8c0d7914855fb9b6f92585c99778d4eb68,0.00014062237%
0x441e577888aa6b9a3b3112301e5c72e9f20d6715,0.00014061429%
0x39aff828fefcde1b288f19e854bdccb3a287d05c,0.00014060310%
0x04ad3f3ec23ba3ccdbad8a211dd10b13e5b58f05,0.00014049188%
0x399c4c7db48f0f3ee3445a0458e7a3736f4b59c7,0.00014046056%
0x185065e428a16185e6ed6c6d26486f4041fbe2c5,0.00014042885%
0x7740c7c0ad10a5c29a7b7ffeddd673e302cb462d,0.00014040481%
0x62c650c426e7d206723f77beb2abd98f2f64bb2f,0.00014029132%
0x92373a05f0c5aeccd2a39ad98028a5179764222a,0.00014020504%
0x51bb31f15762d270fa7fe8eb7139df8be1040e35,0.00014017860%
0xe033dac821e746e75a6571a5c18703a9501d72a3,0.00014007343%
0x37e0fb378c7099eec91c292f504ed5c6004c8efb,0.00013984869%
0x5b409dc153c2c93957cb0ca6b3a92e99d590c976,0.00013981050%
0x72cc613ab9d908cf47ba1eda214f8db5afcef1ce,0.00013976097%
0x0cd5db5aaf0be016af133f7140a9bb8f9788cf36,0.00013957465%
0x7a42b428e9ff9997567362310329b4f180f4e1ac,0.00013949936%
0x876be49c468435430ba5d6b39e6841f955eb141b,0.00013949680%
0x4707a68852cbc2d5e03b2e4dce8875c2c2d23f7b,0.00013946712%
0x2c8083a897f3fac56a4e5ded68dad647f1c6b567,0.00013946085%
0x32786aac640c437768d83a2a71cb457b6aba00a0,0.00013931250%
0x038d40708f4bc49a8a587ee7d1ea67d526d08e74,0.00013919241%
0xc58c680e131c01c02c60b60e7c918f29b563bc13,0.00013913689%
0x01fabc7e3ee0d830a134f4b744e6fdceb592f97b,0.00013909638%
0x3872b70dd75b20b9bb9e300b201fa4008a15dad9,0.00013909061%
0xe5e0d1945452072e0665a1ce3fd901de472cec1d,0.00013890954%
0xce1781fd18c22d58e9a15cf5c3a1bdac0297ce74,0.00013890251%
0xec1ed661bb36770a4328b23b65e2ce90cddcf5ee,0.00013884751%
0x50a708e5dfe836601931af3ff6169e5f4e5536ea,0.00013883504%
0xcf79a31c12bcccf2cae0f92495e438116f9f1cae,0.00013879550%
0x059d1873760156172aea19f7a0c7274f13f7b510,0.00013878243%
0x143ba6152195690cae4f6208118626e6a7a8b820,0.00013874640%
0x5c89070acec47ca2ea5a46de6b07bcd3c1c844be,0.00013873066%
0x00ce6b450c750336dbb7438a87235d075ae8feda,0.00013868828%
0xd4a08e7e6d00b0e4dbf394aa59e2ef53f6fed133,0.00013860006%
0x40036f2892ea75c75a3cfdecee7584bdce80da84,0.00013850826%
0x04e6720771508f835765e95cdc0ff71cf31403ba,0.00013850304%
0xf370f0e9cb3f11163f131d877d51974257b09637,0.00013839186%
0xa7a4d146077795f700a2773253837fb6bd949611,0.00013834212%
0xde5a8ff7b5b84e638afe1acc901ee26d6cc3e9ad,0.00013827525%
0x7320b08b56953b9795fa7d50aecab533e7ec33cd,0.00013822577%
0x4ba59647903156e7c8620b1236143b7a4bf0d17e,0.00013820211%
0xbb08f9a6724c0083c6c6b6c7daa6e518c6b0af97,0.00013808409%
0x79a64cde37899ed9d715f1d398d381a70fea481e,0.00013768085%
0x47eb0fe459cf68d362c89e0a5cd846b120b517df,0.00013763675%
0x1c63beeca27fdb72ff0767dd80fd5b5a46017372,0.00013757936%
0x68296eb9ac946e6ee45ed0378ea7ea44d8d12820,0.00013753458%
0xab60500fa60d4fd600b2a0a3c2ab36d8d685c971,0.00013751988%
0x3d268fe33eb8d95522416ca11cf2867d31a491d9,0.00013744009%
0x32f5d1133436c4ed48241aab0f80460fca3e36ec,0.00013743288%
0x7a19cbc48f0d61731af2f89de918e789aa8afac2,0.00013737347%
0x614d98a57a5d879d717152de0690ed2b04562ade,0.00013731225%
0xa856c0ec4a52f1a415c1605311e7923713bcb970,0.00013730652%
0xdb5f06ff1c1cf0602ba5f9ff675ff0dac748edcd,0.00013720985%
0x90c6822cb9af26cfb910496c1ceea51fe924ce2f,0.00013704411%
0x06001e26d00f2355e4939629214b92ac6bffd9a0,0.00013696335%
0xcd6364c895c3890361be4eb45670006d17a445b7,0.00013686448%
0xcc7fda300eed3b6ab727eff751789ef816d21352,0.00013683417%
0xcab257699f8014368121ea3127e458e98de7c259,0.00013679709%
0xf9a254807ebd34a85a8b03b37b225f6844669e64,0.00013670505%
0x9ba07fde6397dfa3bee71777b0119e84891b5b73,0.00013669008%
0xd36d8edee001aa869d95a88dc4cbf01f78c007c3,0.00013668767%
0x1bf00c3d6d06922f4cd481f383654e37abd0bbf4,0.00013663969%
0x58a95b83cbe75d5e5fe53134f141b92ca31eaabd,0.00013657797%
0x4ee800dc29ecc6704f27928bd96d978b4a998d8b,0.00013654090%
0x52e68368a2029f72a56349941209babd0fec776d,0.00013640577%
0x5714e93e2fc3b1eab11b6c76bcea349794a73e65,0.00013628229%
0xd1cb331f3a1ec4cce39dcb6bf1b9ba0b0ef60c02,0.00013622837%
0x0524b6283cbc42503f51a577249593aee0714d74,0.00013609355%
0x73a3d9f1ee41ba73f8147654cf0cf27b94528ce5,0.00013605339%
0xa6f2b41be7e9ea961aaa3b639abc3f470d28d13f,0.00013600671%
0xb8951e556c0c2fab3a90f854257e710b68a72ca7,0.00013597379%
0x9db28408f57ccb4906dee4733005df47859e6716,0.00013592693%
0x8f0ad479fbf464ee8c42bc42ad895639425be8ac,0.00013590956%
0x42a72dc95be0ca8cb9c3e53fe7b094bd0e6399c0,0.00013588639%
0x7272ac8bc31b495500f9a1382fca8f5715c45c9d,0.00013587805%
0x50df58c45c0cfb770156a14ffcb9781a1daa2f82,0.00013579880%
0xf38c74fc7d5a60b140e0934bd4efff5eed8b9edd,0.00013576194%
0xbc772dd9ad31fe709dffb420afab418593289613,0.00013575593%
0x417da5fe5ad22863d2b0b7e9d0014a0022db7276,0.00013572722%
0xcc88a9ed771f44ac51c5963efb303aa6eae707d9,0.00013570231%
0xaf36ad801f55f14485ad9d4358ce399c5f931936,0.00013568537%
0xf2d9e8765421e84524b3e460a8a3f4467779ee1d,0.00013563820%
0x30ad58dcc20fdc53696ff545af6215ad6a667662,0.00013562879%
0xcbef1d14811ba966abc30104984396b370084d47,0.00013562667%
0x3d1df393228ce8d138dc85a0698e12bd77044ae4,0.00013555185%
0xfe671cd8be0f9afbba45af17c477e496a03978c4,0.00013544062%
0xa2da2c6a6d5341e0f80d8b4ba486c0ac10507709,0.00013541842%
